Scheme Name	Asset Value
Invesco India Midcap Fund - Growth Option	181.63
Invesco India Midcap Fund - IDCW (Payout / Reinvestment)	62.26
ITI Mid Cap Fund - Direct Plan - Growth Option	23.0479
ITI Mid Cap Fund - Direct Plan - IDCW Option	22.0863
ITI Mid Cap Fund - Regular Plan - Growth Option	21.0385
ITI Mid Cap Fund - Regular Plan - IDCW Option	20.1025
JM Midcap Fund (Direct) - Growth	20.5259
JM Midcap Fund (Direct) - IDCW	20.5258
JM Midcap Fund (Regular) - Growth	19.5095
JM Midcap Fund (Regular) - IDCW	19.5095
Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option	95.225
Kotak Midcap Fund - Direct Plan - Growth	159.831
Kotak Midcap Fund - Regular Plan - Growth	137.82
Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option	75.695
LIC MF Mid Cap Fund-Direct Plan-Growth	32.6246
LIC MF Mid Cap Fund-Direct Plan-IDCW	30.6547
LIC MF Mid Cap Fund-Regular Plan-Growth	29.1209
LIC MF Mid Cap Fund-Regular Plan-IDCW	27.3306
Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW	29.8604
Mahindra Manulife Mid Cap Fund - Direct Plan -Growth	37.3811
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth	32.9460
Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW	25.6954
Mirae Asset Midcap Fund - Regular Plan-Growth Option	36.853
Mirae Asset Midcap Fund Direct IDCW	28.555
Mirae Asset Midcap Fund Regular IDCW	26.184
Mirae Asset Midcap Fund- Direct Growth Option	39.940
Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment	51.7829
Motilal Oswal Midcap Fund-Direct Plan-Growth Option	118.1761
Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment	50.0154
Motilal Oswal Midcap Fund-Regular Plan-Growth Option	103.0154
NIPPON INDIA GROWTH FUND - IDCW Option	121.2982
Nippon India Growth Fund-Growth Plan-Bonus Option	695.1917
Nippon India Growth Fund-Growth Plan-Growth Option	4176.0494
NIPPON INDIA GROWTH MID CAP FUND - DIRECT Plan - IDCW Option	191.6542
Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option	761.1968
Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option	4581.7718
NIPPON INDIA GROWTH MID CAP FUND - INSTITUTIONAL Plan - IDCW Option	1346.7181
PGIM India Midcap Fund - Direct Plan - Dividend Option - Payout	63.27
PGIM India Midcap Fund - Direct Plan - Growth Option	76.33
PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout	25.76
PGIM India Midcap Fund - Regular Plan - Growth Option	65.76
quant Mid Cap Fund - Growth Option - Direct Plan	235.1127
quant Mid Cap Fund - Growth Option - Regular Plan	209.1705
quant Mid Cap Fund - IDCW Option - Direct Plan	82.5826
quant Mid Cap Fund - IDCW Option - Regular Plan	74.3608
SBI MIDCAP FUND - DIRECT PLAN - GROWTH	257.8811
SBI Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	146.2026
SBI MIDCAP FUND - REGULAR PLAN - GROWTH	229.7242
SBI Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	93.8684
Sundaram Mid Cap Fund Direct Plan - Growth	1521.4062
Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	71.4411
Sundaram Mid Cap Fund Regular Plan - Growth	1391.2492
Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	64.3970
Tata Mid Cap Fund - Direct Plan- Growth Option	493.3528
Tata Mid Cap Fund - Direct Plan- IDCW Option	162.8500
Tata Mid Cap Fund Regular Plan- Growth Option	432.9239
Tata Mid Cap Fund-Regular Plan - IDCW Option	119.4939
Taurus Mid Cap Fund - Direct Plan - Growth	129.01
Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	114.60
Taurus Mid Cap Fund - Regular Plan - Growth	122.12
Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	108.86
Union Midcap Fund - Direct Plan - Growth Option	51.94
Union Midcap Fund - Direct Plan - IDCW Option	51.94
Union Midcap Fund - Regular Plan - Growth Option	48.14
Union Midcap Fund - Regular Plan - IDCW Option	48.14
UTI Mid Cap Fund - Direct Plan - IDCW	165.5881
UTI Mid Cap Fund - Regular Plan - IDCW	142.7008
UTI Mid Cap Fund-Growth Option	301.5597
UTI Mid Cap Fund-Growth Option- Direct	336.4907
WhiteOak Capital Mid Cap Fund Direct Plan Growth	20.404
WhiteOak Capital Mid Cap Fund Direct Plan IDCW	20.404
WhiteOak Capital Mid Cap Fund Regular Plan Growth	19.429
WhiteOak Capital Mid Cap Fund Regular Plan IDCW	19.429
Aditya Birla Sun Life Multi-Cap Fund-Direct Growth	21.01
Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout	18.59
Aditya Birla Sun Life Multi-Cap Fund-Regular Growth	19.76
Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout	17.49
Axis Multicap Fund - Direct Growth	18.98
Axis Multicap Fund - Direct Plan - IDCW	18.97
Axis Multicap Fund - Regular Plan - Growth	18.07
Axis Multicap Fund - Regular Plan - IDCW	18.07
BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH	11.201
BAJAJ FINSERV MULTI CAP FUND - DIRECT - IDCW	11.201
BAJAJ FINSERV MULTI CAP FUND - REGULAR - GROWTH	11.097
BAJAJ FINSERV MULTI CAP FUND - REGULAR - IDCW	11.097
BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN	18.237
BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN	17.188
BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN	17.150
BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN	15.991
Bank of India Multi Cap Fund Direct Plan - Growth	18.34
Bank of India Multi Cap Fund Direct Plan - IDCW	18.32
Bank of India Multi Cap Fund Regular Plan - Growth	17.84
Bank of India Multi Cap Fund Regular Plan - IDCW	17.84
Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option	321.5396
Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option	57.6585
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option	285.9327
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option	54.1829
Canara Robeco Multi Cap Fund - Direct Plan - Growth Option	15.0800
Canara Robeco Multi Cap Fund - Direct Plan - IDCW Option	14.1800
Canara Robeco Multi Cap Fund - Regular Plan - Growth Option	14.6100
Canara Robeco Multi Cap Fund - Regular Plan - IDCW Option	13.7400
DSP Multicap Fund - Direct - Growth	12.538
DSP Multicap Fund - Direct - IDCW	12.538
DSP Multicap Fund - Regular - Growth	12.23
DSP Multicap Fund - Regular - IDCW	12.23
Edelweiss Multi Cap Fund - Direct Plan - Growth	15.3897
Edelweiss Multi Cap Fund - Direct Plan - IDCW	15.3897
Edelweiss Multi Cap Fund - Regular Plan - Growth	14.9269
Edelweiss Multi Cap Fund - Regular Plan - IDCW	14.9269
Franklin India Multi Cap Fund - Direct - Growth	10.6123
Franklin India Multi Cap Fund - Direct - IDCW	10.6123
Franklin India Multi Cap Fund - Growth	10.4289
Franklin India Multi Cap Fund - IDCW	10.4289
Groww Multicap Fund - Direct - Growth	10.6156
Groww Multicap Fund - Direct - IDCW	10.6156
Groww Multicap Fund - Regular - Growth	10.4655
Groww Multicap Fund - Regular - IDCW	10.4645
HDFC Multi Cap Fund - Growth Option	19.069
HDFC Multi Cap Fund - Growth Option - Direct Plan	19.968
HDFC Multi Cap Fund - IDCW Option	18.07
HDFC Multi Cap Fund - IDCW Option - Direct Plan	19.04
HSBC Multi Cap Fund - Direct - Growth	19.4931
HSBC Multi Cap Fund - Direct - IDCW	19.4932
HSBC Multi Cap Fund - Regular - Growth	18.8314
HSBC Multi Cap Fund - Regular - IDCW	17.0223
ICICI Prudential Multicap Fund - Direct Plan -  Growth	885.02
ICICI Prudential Multicap Fund - Direct Plan -  IDCW	62.19
ICICI Prudential Multicap Fund - Growth	791.95
ICICI Prudential Multicap Fund - IDCW	34.92
Invesco India Multicap Fund - Direct Plan - Growth Option	155.49
Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment)	140.71
Invesco India Multicap Fund - Growth Option	130.41
Invesco India Multicap Fund - IDCW (Payout / Reinvestment)	118.24
ITI Multi Cap Fund - Direct Plan - Growth Option	26.5932
ITI Multi Cap Fund - Direct Plan - IDCW Option	24.5065
ITI Multi Cap Fund - Regular Plan - Growth Option	23.4712
ITI Multi Cap Fund - Regular Plan - IDCW Option	21.5162
Kotak Multicap Fund- Regular Plan -IDCW Option	19.503
Kotak Multicap Fund-Direct Plan-Growth	20.678
Kotak Multicap Fund-Direct Plan-IDCW Option	20.677
Kotak Multicap Fund-Regular Plan-Growth	19.503
LIC MF Multi Cap Fund-Direct Plan-Growth	17.9487
LIC MF Multi Cap Fund-Direct Plan-IDCW	17.9487
LIC MF Multi Cap Fund-Regular Plan-Growth	17.1091
LIC MF Multi Cap Fund-Regular Plan-IDCW	17.1091
Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW	30.9584
Mahindra Manulife Multi Cap Fund - Direct Plan -Growth	41.1151
Mahindra Manulife Multi Cap Fund - Regular Plan - Growth	35.3416
Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW	25.6497
Mirae Asset Multicap Fund - Direct Plan - Growth	14.903
Mirae Asset Multicap Fund - Direct Plan - IDCW	14.901
Mirae Asset Multicap Fund - Regular Plan - Growth	14.443
Mirae Asset Multicap Fund - Regular Plan - IDCW	14.432
Motilal Oswal Multi Cap Fund Regular Plan Growth	13.7739
Motilal Oswal Multi Cap Fund Regular Plan IDCW	13.7739
Motilal Oswal Multi Cap Fund-Direct Plan Growth	14.0192
Motilal Oswal Multi Cap Fund-Direct Plan IDCW	14.0192
NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option	92.9303
Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option	333.5333
Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option	333.5333
NIPPON INDIA MULTI CAP FUND - IDCW Option	64.3978
Nippon India Multi Cap Fund Institutional Dividend Plan	44.8994
Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option	21.9544
Nippon India Multi Cap Fund-Growth Plan-Bonus Option	303.5271
Nippon India Multi Cap Fund-Growth Plan-Growth Option	303.5271
PGIM India Multi Cap Fund - Direct Plan - Growth Option	10.19
PGIM India Multi Cap Fund - Direct Plan - IDCW Option	10.19
PGIM India Multi Cap Fund - Regular Plan - Growth Option	10.01
PGIM India Multi Cap Fund - Regular Plan - IDCW Option	10.01
quant Multi Cap Fund-GROWTH OPTION - Regular Plan	622.913
quant Multi Cap Fund-GROWTH OPTION-Direct Plan	680.3683
quant Multi Cap Fund-IDCW Option - Direct Plan	78.7944
quant Multi Cap Fund-IDCW Option - Regular Plan	71.2386
Samco Multi Cap Fund - Direct Plan - Growth	9.46
Samco Multi Cap Fund - Regular Plan - Growth	9.33
SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.7591
SBI Multicap Fund- Direct Plan- Growth option	17.7591
SBI Multicap Fund- Regular Plan- Growth Option	17.1840
SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW)	17.1868
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	91.4107
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	67.6539
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option	428.8558
Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option	384.4950
Tata Multicap Fund - Direct Plan - Growth	14.9438
Tata Multicap Fund - Direct Plan - IDCW Payout	14.9438
Tata Multicap Fund - Direct Plan - IDCW Reinvestment	14.9438
Tata Multicap Fund - Regular Plan - Growth	14.3350
Tata Multicap Fund - Regular Plan - IDCW Payout	14.3350
Tata Multicap Fund - Regular Plan - IDCW Reinvestment	14.3350
TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH	10.2
TRUSTMF MULTI CAP FUND -REGULAR PLAN-GROWTH	10.16
Union Multicap Fund - Direct Plan - Growth Option	16.63
Union Multicap Fund - Direct Plan - IDCW Option	16.63
Union Multicap Fund - Regular Plan - Growth Option	16.04
Union Multicap Fund - Regular Plan - IDCW Option	16.04
UTI Multi Cap Fund - Direct Plan - Growth Option	10.4734
UTI Multi Cap Fund - Regular Plan - Growth Option	10.4107
WhiteOak Capital Multi Cap Fund Direct Plan Growth	15.685
WhiteOak Capital Multi Cap Fund Regular Plan Growth	15.181
360 ONE QUANT FUND DIRECT GROWTH	20.3413
360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	20.3413
360 ONE QUANT FUND REGULAR GROWTH	19.3964
360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	19.3964
Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW	31.98
Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth	68.07
Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW	23.61
Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth	60.59
Aditya Birla Sun Life Business Cycle Fund-Direct Growth	15.84
Aditya Birla Sun Life Business Cycle Fund-Direct IDCW Payout	14.76
Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout	14.03
Aditya Birla Sun Life Business Cycle Fund-Regular-Growth	15.07
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan	37.3501
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan	35.7925
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW	21.5614
Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW	20.6236
Aditya Birla Sun Life Conglomerate Fund-Direct Growth	10.89
Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout	10.89
Aditya Birla Sun Life Conglomerate Fund-Regular Growth	10.77
Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout	10.78
Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan	253.53
Aditya Birla Sun Life Consumption Fund -DIRECT - IDCW	52.42
Aditya Birla Sun Life Consumption Fund -Regular - IDCW	41.26
Aditya Birla Sun Life Consumption Fund-Growth Option	221.27
Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan	189.79
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan	168.35
Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW	56.91
Aditya Birla Sun Life Digital India Fund -Regular - IDCW	41.77
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW	16.56
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth	18.99
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW	15.47
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth	17.74
Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW	47.23
Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW	28.02
Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan	105.98
Aditya Birla Sun Life Infrastructure Fund-Growth	95.94
Aditya Birla Sun Life International Equity Fund - Direct - IDCW	48.504
Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan	48.4753
Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan	44.9284
Aditya Birla Sun Life International Equity Fund - Regular - IDCW	20.5655
Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW	23.1342
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan	30.2806
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan	28.8036
Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW	19.8371
Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW	22.76
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth	36.11
Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW	20.79
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth	32.78
Aditya Birla Sun Life MNC Fund - DIRECT - IDCW	493.55
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan	1543.45
Aditya Birla Sun Life MNC Fund - Growth - Regular Plan	1385.21
Aditya Birla Sun Life MNC Fund - Regular - IDCW	239.24
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW	23.66
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth	34.22
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW	21.83
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth	31.09
Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW	29.32
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth	36.25
Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW	25.28
Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth	33.11
Aditya Birla Sun Life Quant Fund - Direct Growth	9.71
Aditya Birla Sun Life Quant Fund - Direct IDCW Payout	9.7
Aditya Birla Sun Life Quant Fund - Regular Growth	9.53
Aditya Birla Sun Life Quant Fund - Regular IDCW Payout	9.51
Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW	22.39
Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth	27.05
Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW	20.87
Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth	25.22
Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth	15.65
Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW	15.65
Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth	15.23
Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW	15.23
Axis Business Cycles Fund - Direct Plan - Growth	17.18
Axis Business Cycles Fund - Direct Plan - IDCW	17.17
Axis Business Cycles Fund - Regular Plan - Growth	16.58
Axis Business Cycles Fund - Regular Plan - IDCW	16.58
Axis Consumption Fund Direct Plan - Growth	9.96
Axis Consumption Fund Direct Plan - IDCW	9.96
Axis Consumption Fund Regular Plan - Growth	9.81
Axis Consumption Fund Regular Plan - IDCW	9.81
Axis ESG Integration Strategy Fund - Direct Plan - Growth Option	22.97
Axis ESG Integration Strategy Fund - Direct Plan - IDCW	16.36
Axis ESG Integration Strategy Fund - Regular Plan - Growth Option	21.37
Axis ESG Integration Strategy Fund - Regular Plan - IDCW	15.21
Axis India Manufacturing Fund - Direct Plan - Growth	14.60
Axis India Manufacturing Fund - Direct Plan - IDCW	14.60
Axis India Manufacturing Fund - Regular Plan - Growth	14.24
Axis India Manufacturing Fund - Regular Plan - IDCW	14.24
Axis Innovation Fund - Direct Plan - Growth Option	20.33
Axis Innovation Fund - Direct Plan - IDCW	18.50
Axis Innovation Fund - Regular Plan - Growth Option	19.11
Axis Innovation Fund - Regular Plan - IDCW	17.39
Axis Momentum Fund - Direct Plan - Growth Option	9.20
Axis Momentum Fund - Direct Plan - IDCW Option	9.20
Axis Momentum Fund - Regular Plan - Growth Option	9.08
Axis Momentum Fund - Regular Plan - IDCW Option	9.08
Axis Quant Fund - Direct Plan - Growth	16.60
Axis Quant Fund - Direct Plan - IDCW	16.60
Axis Quant Fund - Regular Plan - Growth	15.52
Axis Quant Fund - Regular Plan - IDCW	15.52
Axis Services Opportunities Fund - Direct Plan - Growth Option	10.03
Axis Services Opportunities Fund - Direct Plan - IDCW Option	10.03
Axis Services Opportunities Fund - Regular Plan - Growth Option	10.00
Axis Services Opportunities Fund - Regular Plan - IDCW Option	10.00
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH	10.001
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW	10.001
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH	9.866
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW	9.866
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH	9.871
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW	9.871
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH	9.746
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW	9.746
Bandhan Business Cycle Fund - Direct Plan - Growth	10.215
Bandhan Business Cycle Fund - Direct Plan - IDCW	10.215
Bandhan Business Cycle Fund - Regular Plan - Growth	10.060
Bandhan Business Cycle Fund - Regular Plan - IDCW	10.060
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	15.168
